과목명,강의 내용,할인 기간,할인율,현재 가격,원래 가격
[SQL Quest] 실전 문제 풀이로 SQL 역량 강화 하기 (Basic),"실제 IT 업계에서 마주칠 수 있는 다양한 문제들을 통해 SQL의 기초를 탄탄하게 다지는 강의입니다. 문제 풀이 퀘스트를 해결하며, 데이터 분석의 첫 발을 내딛고 실전에 활용 가능한 SQL 역량을 강화해보세요!",없음,없음,"₩33,000",없음
SQL 왕초보를 위한 해커랭크로 배우는 실전 SQL,"이 강의의 목표는 수강생 여러분이 SQL을 효율적으로 학습해 실무에 바로 적용하고, 빠르게 데이터 분석 역량을 갖추는 것입니다. 해커랭크(Hackerrank) 문제 풀이를 통해 SQL 필수 기본 개념을 파악하고 곧바로 실무에 적용하며 진짜 실력을 높여 보아요.",없음,없음,"₩33,000",없음
데이터베이스의 정석 - 기초와 실무편,데이터베이스의 정석! 여러분의 DB에 대한 개념을 명확히 잡아드립니다. 앞으로 데이터베이스와 관련된 어떤 공부를 하더라도 길을 잃지 않을 수 있도록 도와드리겠습니다.,없음,없음,"₩55,000",없음
49회만에 실무 SQL 완전정복 I - 기본 과정 (실습자료 및 문제풀이 포함),"'49회만에 실무 SQL 완전정복 I - 기본 과정'은 SQL을 위해서 반드시 알아야 할 필수 내용을 담고 있습니다. 실무형 데이터베이스를 사용하여 학습을 진행함으로써 바로  현업에서 응용이 가능하고, 이론 설명, 실습과 더불어 총 200여개의 응용 문제 풀이를 통해 학습 내용을 충분히 익힐 수 있게 구성되어 있습니다.
직관적인 이해를 위해 한글로 구성된 데이터베이스로 실습을 진행합니다.",없음,없음,"₩88,000",없음
"핵심만 쉽게, 모두의 SQL 비법 레시피","초급자를 위한 SQL 코딩 지침서!
SQL을 작성하고, 해석하고, 검증할 수 있는 비법을 전수해드립니다.",없음,없음,"₩48,400",없음
생활코딩 - SQLite,"생활코딩(오픈튜토리얼스)에서 제공하는 SQLite 강의로, 관계형 데이터베이스 SQLite에 입문할 수 있습니다.",없음,없음,없음,없음
Database - SQL,"데이터베이스 프로그래밍을 처음 배우시거나, 어느 정도 알고 있지만 체계적으로 배우고 싶으신 분들을 위한 강좌입니다. 개념부터 실전 연습까지 실전에서 자주 발생하는 유형들을 예제로 구성하여 데이터베이스 질의 언어를 정복하게 됩니다.",없음,없음,"₩55,000",없음
윤재성의 Oracle SQL Database 11g PL/SQL Developer,쉬운 설명과 예제를 현업에 바로 적용할 수 있도록 구성 하였습니다.,없음,없음,"₩11,000",없음
DATABASE 1&2 - MySQL,"정보기술의 심장인 데이터베이스에 대한 포괄적인 소개를 담고 있습니다.
데이터베이스의 본질을 공부하며 가장 대표적인 관계형 데이터베이스인 MYSQL 을 학습해 봅니다.",없음,없음,없음,없음
시니어 백엔드 개발자가 알려주는 데이터베이스 개론 & SQL,백엔드 개발자라면 꼭 알아야 할 데이터베이스와 SQL! 이해하기 쉽게 설명하는 것을 최우선으로 합니다.,없음,없음,없음,없음
데이터베이스 MariaDB(마리아디비),데이터베이스 중 상업적으로 무료로 사용가능한 MariaDB를 배우는 강의입니다. 데이터베이스를 처음 배우더라도 쉽게 배울 수 있습니다.,없음,없음,"₩77,000",없음
데이터베이스 오라클(Oracle),"3대 데이터베이스 중에 하나인 오라클(Oracle) 수업입니다.
데이터베이스를 처음 배우더라도 쉽게 배울 수 있습니다.",없음,없음,"₩33,000",없음
"MariaDB 클라이언트 개발, 내부함수 편",HeidiSQL 개발 도구를 이용해 MariaDB에서 제공되는 주요 108개 내부 함수들에 대한 사용법 및 활용 예제들을 살펴봅니다.,없음,없음,"₩23,100",없음
개발자를 위한 ORACLE 입문 첫걸음,"오라클에 첫발을 내딛는 입문자들을  위한 가이드 강좌 입니다.
기본이 되는 유저 생성, 테이블 생성, 쿼리를 알려드립니다.",없음,없음,없음,없음
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.3,"데이터베이스 구축에서부터 테이블 생성, 각종 SQL 쿼리문을 사용해서 데이터베이스 내 데이터를 조작, 변경할 수 있는 강의입니다.",없음,없음,"₩168,300",없음
RDBMS Modeling 프로그래밍 실습(C#),"본 수업은 C#의 문법을 강의하지는 않습니다. 다만 객체지향 프로그램 설계의 툴로 C#을 사용할 뿐입니다. 
본 수업은 중급 이상의 프로그래머가 알아야 하는 필수 내용들과, 데이터베이스와 연동하여 프로그램을 개발할 때 꼭 알아야 하는 내용들을 깊이 있게 다루고 있습니다.",없음,없음,"₩55,000",없음
CRUD SQL 자동 생성,"JDBC(DatabaseMetaData, ResultSetMetaData) 사용하여 실행 가능한 SQL 파일 자동 생성.
전자정부 표준프레임워크 3.10.0 개발환경 설치. 로컬 DB 설치(mariadb-10.6.4-winx64.zip).",없음,없음,"₩11,000",없음
[소프데이터] 예제로 배우는 기초 SQL,마케팅/기획/CRM에서 자주 추출하는 지표들을 SQL을 이용해 직접 뽑아봅니다.,없음,없음,"₩14,300",없음
생활코딩 - MySQL,생활코딩의 콘텐츠를 원저작자의 협의를 통해 수강이 편하도록 인프런에 옮긴 강좌입니다.생활코딩 http://opentutorials.org 에 감사의 뜻을 전합니다.,없음,없음,없음,없음
데이터베이스 SQL 강의,"데이터베이스에 데이터를 저장, 수정, 삭제, 조회하는 방법에 대해 학습합니다. 
비전공자, 전공자 누구나 30분만에 쉽게 따라할 수 있습니다.",없음,없음,없음,없음
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.2,"데이터베이스 구축에서부터 테이블 생성, 각종 SQL 쿼리문을 사용해서 데이터베이스 내 데이터를 조작, 변경할 수 있습니다.",없음,없음,"₩126,500",없음
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.1,"데이터베이스 구축에서부터 테이블 생성, 각종 SQL 쿼리문을 사용해서 데이터베이스 내 데이터를 조작, 변경할 수 있습니다.",없음,없음,"₩74,800",없음
